"iter";"num_air";"num_mach";"num_brig";"num_per";"status";"select_air";"select_mach";"select_brig";"cost";"res_cost";"fire_cost";"feas_time";"infeas_time";"total_time"
26;5;5;5;30;"OPTIMAL";2;0;0;406968;343200;63768;6,47833633422852;0;6,47833633422852
27;5;5;5;30;"OPTIMAL";2;1;4;2648784;1714160;934624;39,3430957794189;0;39,3430957794189
28;5;5;5;30;"OPTIMAL";1;0;2;564876;408790;156086;25,7348804473877;0;25,7348804473877
29;5;5;5;30;"OPTIMAL";3;1;3;2512737;2063570;449167;66,2067260742188;0;66,2067260742188
30;5;5;5;30;"INFEASIBLE";4;3;5;4470361;3772190;698171;85,9398155212402;30,9429817199707;116,882797241211
31;5;5;5;30;"OPTIMAL";2;3;3;1129229;935850;193379;264,414663314819;0;264,414663314819
32;5;5;5;30;"OPTIMAL";2;1;2;1067208;650570;416638;13,9917545318604;0;13,9917545318604
33;5;5;5;30;"OPTIMAL";3;1;4;3657921;2711420;946501;225,222454071045;0;225,222454071045
34;5;5;5;30;"INFEASIBLE";4;1;2;4606160;3566400;1039760;23,1887664794922;10,4624652862549;33,6512317657471
35;5;5;5;30;"TIME_LIMIT";4;3;5;4245906;3712490;533416;300,027952194214;8,13335609436035;308,161308288574
36;5;5;5;30;"OPTIMAL";2;0;2;795195;632580;162615;9,67571449279785;0;9,67571449279785
37;5;5;5;30;"OPTIMAL";1;3;2;621019;465390;155629;174,871229171753;0;174,871229171753
38;5;5;5;30;"OPTIMAL";4;4;2;4671297;3699440;971857;201,249111175537;0;201,249111175537
39;5;5;5;30;"INFEASIBLE";0;2;5;454321;334870;119451;2,17020988464355;0,808357238769531;2,97856712341309
40;5;5;5;30;"OPTIMAL";3;0;1;628208;523870;104338;7,68375205993652;0;7,68375205993652
41;5;5;5;30;"INFEASIBLE";3;3;4;3901742;2912550;989192;37,1890754699707;11,6962432861328;48,8853187561035
42;5;5;5;30;"OPTIMAL";2;3;4;2523799;1632740;891059;92,9157905578613;0;92,9157905578613
43;5;5;5;30;"INFEASIBLE";5;2;5;5368087;4629290;738797;37,0476913452148;18,7192993164062;55,7669906616211
44;5;5;5;30;"INFEASIBLE";3;4;5;3893780,99999963;2911179,99999963;982601;2,61218452453613;7,05165672302246;9,66384124755859
45;5;5;5;30;"OPTIMAL";2;0;2;1058682;665590;393092;16,1922626495361;0;16,1922626495361
46;5;5;5;30;"OPTIMAL";1;1;3;1181883;944510;237373;75,5700817108154;0;75,5700817108154
47;5;5;5;30;"OPTIMAL";3;1;1;952234;685570;266664;6,65056610107422;0;6,65056610107422
48;5;5;5;30;"OPTIMAL";2;0;2;1506086;1266970;239116;78,0378856658936;0;78,0378856658936
49;5;5;5;30;"OPTIMAL";2;1;4;1417244;1224420;192824;70,9703044891357;0;70,9703044891357
50;5;5;5;30;"OPTIMAL";2;3;0;1152610;729400;423210;12,0694675445557;0;12,0694675445557
1;5;5;5;40;"OPTIMAL";3;1;1;1563879;1411580;152299;202,839752197266;0;202,839752197266
2;5;5;5;40;"OPTIMAL";2;0;3;695813;552830;142983;9,42849922180176;0;9,42849922180176
3;5;5;5;40;"OPTIMAL";2;0;1;992437;640290;352147;52,3825798034668;0;52,3825798034668
4;5;5;5;40;"OPTIMAL";2;1;2;2501824;1527910;973914;156,540699005127;0;156,540699005127
5;5;5;5;40;"TIME_LIMIT";4;2;5;5899314;4501730;1397584;300,030704498291;43,5724353790283;343,603139877319
6;5;5;5;40;"OPTIMAL";2;2;2;1218500;819870;398630;177,735124588013;0;177,735124588013
7;5;5;5;40;"INFEASIBLE";5;1;5;6649875;5554200;1095675;73,8156318664551;293,415910720825;367,23154258728
8;5;5;5;40;"OPTIMAL";1;2;2;1060226;813540;246686;82,327974319458;0;82,327974319458
9;5;5;5;40;"TIME_LIMIT";3;3;5;5499680;4211490;1288190;300,031024932861;38,7932109832764;338,824235916138
10;5;5;5;40;"OPTIMAL";1;1;2;1137449;809280;328169;183,70426940918;0;183,70426940918
11;5;5;5;40;"OPTIMAL";2;0;2;719560;606770;112790;9,04307746887207;0;9,04307746887207
12;5;5;5;40;"OPTIMAL";1;1;1;335338;239760;95578;2,27785873413086;0;2,27785873413086
13;5;5;5;40;"TIME_LIMIT";2;3;5;3442271;3035330;406941;300,261754989624;21,0538692474365;321,315624237061
14;5;5;5;40;"TIME_LIMIT";4;3;5;5101681;4865400;236281;300,026462554932;36,1563053131104;336,182767868042
15;5;5;5;40;"OPTIMAL";2;0;2;1886629;1663170;223459;92,4385471343994;0;92,4385471343994
16;5;5;5;40;"OPTIMAL";2;0;0;411138;343200;67938;3,45060539245605;0;3,45060539245605
17;5;5;5;40;"OPTIMAL";2;0;4;2427634;2068030;359604;195,591247558594;0;195,591247558594
18;5;5;5;40;"INFEASIBLE";0;0;0;NA;NA;NA;51,9354362487793;300,018314361572;351,953750610352
19;5;5;5;40;"INFEASIBLE";2;1;5;4222944;2730570;1492374;273,440460205078;21,862283706665;295,302743911743
20;5;5;5;40;"OPTIMAL";1;2;2;579498;404900;174598;41,4099349975586;0;41,4099349975586
21;5;5;5;40;"INFEASIBLE";3;2;5;5046518;3929790;1116728;33,5106163024902;31,1693439483643;64,6799602508545
22;5;5;5;40;"OPTIMAL";2;2;2;625911;501770;124141;10,5178489685059;0;10,5178489685059
23;5;5;5;40;"TIME_LIMIT";4;3;5;5333897;4920400;413497;300,011829376221;91,9216766357422;391,933506011963
24;5;5;5;40;"TIME_LIMIT";3;1;5;3615362;3321200;294162;300,030916213989;36,557825088501;336,58874130249
25;5;5;5;40;"OPTIMAL";1;0;2;799561;588320;211241;36,3332939147949;0;36,3332939147949
26;5;5;5;40;"OPTIMAL";1;2;1;1037254;734610;302644;158,905548095703;0;158,905548095703
27;5;5;5;40;"OPTIMAL";2;1;2;2414893;1553340;861553;49,7441711425781;0;49,7441711425781
28;5;5;5;40;"TIME_LIMIT";5;3;5;7000658;5971920;1028738;300,159694671631;208,080720901489;508,24041557312
29;5;5;5;40;"TIME_LIMIT";3;3;5;5535040;3889500;1645540;300,199552536011;81,4708652496338;381,670417785645
30;5;5;5;40;"INFEASIBLE";3;4;5;5061635;3661810;1399825;91,3560085296631;78,9248676300049;170,280876159668
31;5;5;5;40;"OPTIMAL";2;1;0;832909;681650;151259;47,3245468139648;0;47,3245468139648
32;5;5;5;40;"OPTIMAL";3;1;2;1698459;1508400;190059;65,0815773010254;0;65,0815773010254
33;5;5;5;40;"OPTIMAL";2;2;3;1539418;1356250;183168;160,25234413147;0;160,25234413147
34;5;5;5;40;"TIME_LIMIT";5;1;5;6649063;5126400;1522663;300,012228012085;64,8368473052979;364,849075317383
35;5;5;5;40;"TIME_LIMIT";0;0;0;NA;NA;NA;300,017780303955;300,030591964722;600,048372268677
36;5;5;5;40;"TIME_LIMIT";3;3;5;5175539;3551900;1623639;300,15306854248;23,4678573608398;323,62092590332
37;5;5;5;40;"TIME_LIMIT";4;1;5;6066336;5232000;834336;300,011407852173;38,5183448791504;338,529752731323
38;5;5;5;40;"OPTIMAL";2;2;2;2468110;1470380;997730;186,407114028931;0;186,407114028931
39;5;5;5;40;"TIME_LIMIT";2;3;5;3423828;2958680;465148;300,240919113159;20,7555637359619;320,996482849121
40;5;5;5;40;"OPTIMAL";1;1;2;613251;448940;164311;6,47614860534668;0;6,47614860534668
41;5;5;5;40;"TIME_LIMIT";4;3;4;5713580;5228700;484880;300,092163085938;31,2962074279785;331,388370513916
42;5;5;5;40;"TIME_LIMIT";4;1;5;5569631;5074460;495171;300,034536361694;254,160127639771;554,194664001465
43;5;5;5;40;"OPTIMAL";2;1;2;2153202;1358160;795042;147,076202392578;0;147,076202392578
44;5;5;5;40;"OPTIMAL";1;2;4;2307916;1160580;1147336;95,2846755981445;0;95,2846755981445
45;5;5;5;40;"OPTIMAL";1;2;0;551871;440100;111771;88,3253898620605;0;88,3253898620605
46;5;5;5;40;"OPTIMAL";2;1;2;2238565;1757790;480775;135,13377571106;0;135,13377571106
47;5;5;5;40;"TIME_LIMIT";4;3;5;5505578;5033980;471598;300,218015670776;27,3780860900879;327,596101760864
48;5;5;5;40;"TIME_LIMIT";3;1;2;5292372;3612570;1679802;300,044204711914;51,2928352355957;351,33703994751
49;5;5;5;40;"TIME_LIMIT";3;1;5;4830111;3366530;1463581;300,019313812256;37,9216213226318;337,940935134888
50;5;5;5;40;"OPTIMAL";2;3;3;3206748;1954800;1251948;90,8010368347168;0;90,8010368347168
1;10;5;5;20;"OPTIMAL";7;2;3;4713193;4081590;631603;172,091279983521;0;172,091279983521
2;10;5;5;20;"OPTIMAL";5;4;2;3399468;2783210;616258;155,153717041016;0;155,153717041016
3;10;5;5;20;"INFEASIBLE";7;1;5;4128749;3470400;658349;14,5903129577637;4,95685958862305;19,5471725463867
4;10;5;5;20;"INFEASIBLE";9;3;5;5126113;4527110;599003;12,9726276397705;8,59376335144043;21,5663909912109
5;10;5;5;20;"INFEASIBLE";7;4;5;4151865;3489200;662665;15,4025382995605;10,3543910980225;25,756929397583
6;10;5;5;20;"OPTIMAL";1;2;4;692410;576420;115990;9,25015449523926;0;9,25015449523926
7;10;5;5;20;"OPTIMAL";2;0;1;501260;430860;70400;4,32325744628906;0;4,32325744628906
8;10;5;5;20;"OPTIMAL";2;2;2;1082290;686000;396290;5,00405883789062;0;5,00405883789062
9;10;5;5;20;"OPTIMAL";3;1;2;1085107;958080;127027;3,38328552246094;0;3,38328552246094
10;10;5;5;20;"OPTIMAL";3;1;1;1141655;807390;334265;6,49397659301758;0;6,49397659301758
11;10;5;5;20;"OPTIMAL";4;0;0;910230;691200;219030;1,23624038696289;0;1,23624038696289
12;10;5;5;20;"INFEASIBLE";0;0;4;259168;133940;125228;0,558683395385742;0,428279876708984;0,986963272094727
13;10;5;5;20;"INFEASIBLE";7;3;5;4921750;4277110;644640;8,08351135253906;6,77629280090332;14,8598041534424
14;10;5;5;20;"INFEASIBLE";5;2;4;3528315;3104000;424315;10,1873168945312;9,72751426696777;19,914831161499
15;10;5;5;20;"OPTIMAL";3;1;1;1082540;952650;129890;112,890092849731;0;112,890092849731
16;10;5;5;20;"OPTIMAL";3;1;2;822337;698240;124097;7,5154972076416;0;7,5154972076416
17;10;5;5;20;"OPTIMAL";3;0;3;683994;614010;69984;3,58592414855957;0;3,58592414855957
18;10;5;5;20;"OPTIMAL";3;1;2;1147079;857260;289819;12,5444717407227;0;12,5444717407227
19;10;5;5;20;"OPTIMAL";2;1;1;755773;640400;115373;7,90445518493652;0;7,90445518493652
20;10;5;5;20;"OPTIMAL";4;1;1;991919;759060;232859;4,98862075805664;0;4,98862075805664
21;10;5;5;20;"OPTIMAL";2;0;1;778532;679910;98622;21,1606788635254;0;21,1606788635254
22;10;5;5;20;"OPTIMAL";3;0;2;383009;354060;28949;0,507549285888672;0;0,507549285888672
23;10;5;5;20;"INFEASIBLE";0;2;5;309440;221440;88000;0,587528228759766;0,546566009521484;1,13409423828125
24;10;5;5;20;"INFEASIBLE";0;3;4;324367;228940;95427;0,576475143432617;0,54374885559082;1,12022399902344
25;10;5;5;20;"OPTIMAL";4;0;2;934745;798690;136055;4,15896797180176;0;4,15896797180176
26;10;5;5;20;"OPTIMAL";4;1;2;1457621;1099360;358261;5,07770156860352;0;5,07770156860352
27;10;5;5;20;"INFEASIBLE";6;3;5;3877407;3348670;528737;0,562728881835938;7,48267364501953;8,04540252685547
28;10;5;5;20;"OPTIMAL";3;2;2;1161312;873760;287552;4,30005264282227;0;4,30005264282227
29;10;5;5;20;"OPTIMAL";3;0;1;1144673;813680;330993;2,26557922363281;0;2,26557922363281
30;10;5;5;20;"OPTIMAL";3;2;5;1899377;1240680;658697;64,5447578430176;0;64,5447578430176
31;10;5;5;20;"INFEASIBLE";5;2;5;2863127;2257000;606127;3,04685974121094;3,59355354309082;6,64041328430176
32;10;5;5;20;"OPTIMAL";3;0;3;889896;633130;256766;3,26015472412109;0;3,26015472412109
33;10;5;5;20;"OPTIMAL";2;1;2;705383;588480;116903;5,90303039550781;0;5,90303039550781
34;10;5;5;20;"INFEASIBLE";0;2;4;297100;171120;125980;0,584831237792969;0,359439849853516;0,944271087646484
35;10;5;5;20;"OPTIMAL";2;1;1;611203;483970;127233;3,13534164428711;0;3,13534164428711
36;10;5;5;20;"INFEASIBLE";5;4;5;3684408;3257250;427158;8,32622146606445;4,60417747497559;12,93039894104
37;10;5;5;20;"OPTIMAL";5;3;2;2963493;2308370;655123;15,460916519165;0;15,460916519165
38;10;5;5;20;"OPTIMAL";2;3;2;1495165;849920;645245;33,0800800323486;0;33,0800800323486
39;10;5;5;20;"OPTIMAL";3;0;0;617584;547200;70384;0,777297973632812;0;0,777297973632812
40;10;5;5;20;"INFEASIBLE";9;4;5;5365013;4794200;570813;1,17327499389648;10,0315723419189;11,2048473358154
41;10;5;5;20;"INFEASIBLE";9;2;4;5859416;5216400;643016;10,7926578521729;6,40494918823242;17,1976070404053
42;10;5;5;20;"INFEASIBLE";6;2;5;3852097;3307690;544407;1,16463088989258;5,24414825439453;6,40877914428711
43;10;5;5;20;"OPTIMAL";4;0;0;934912;840000;94912;1,70442771911621;0;1,70442771911621
44;10;5;5;20;"OPTIMAL";2;0;1;904818;576080;328738;3,83942031860352;0;3,83942031860352
45;10;5;5;20;"OPTIMAL";3;0;3;1638028;1055220;582808;23,4697875976562;0;23,4697875976562
46;10;5;5;20;"INFEASIBLE";0;1;4;229681;151270;78411;0,528133392333984;0,50806999206543;1,03620338439941
47;10;5;5;20;"OPTIMAL";4;2;1;1126466;1014620;111846;3,85774993896484;0;3,85774993896484
48;10;5;5;20;"OPTIMAL";3;0;0;744366;518400;225966;4,19802665710449;0;4,19802665710449
49;10;5;5;20;"OPTIMAL";2;2;3;1185402;922230;263172;25,3660564422607;0;25,3660564422607
50;10;5;5;20;"OPTIMAL";3;0;0;693380;638400;54980;1,94545364379883;0;1,94545364379883
1;10;5;5;30;"OPTIMAL";4;1;3;1367020;1139150;227870;39,0539627075195;0;39,0539627075195
2;10;5;5;30;"OPTIMAL";3;1;0;1182640;1053300;129340;27,0421409606934;0;27,0421409606934
3;10;5;5;30;"OPTIMAL";3;0;1;591631;525050;66581;2,59634017944336;0;2,59634017944336
4;10;5;5;30;"OPTIMAL";3;0;1;521593;451240;70353;1,84538841247559;0;1,84538841247559
5;10;5;5;30;"OPTIMAL";3;0;0;507758;456000;51758;1,62631988525391;0;1,62631988525391
6;10;5;5;30;"OPTIMAL";2;1;3;2522382;1516870;1005512;192,515731811523;0;192,515731811523
7;10;5;5;30;"OPTIMAL";4;0;1;926544;743450;183094;1,82963752746582;0;1,82963752746582
8;10;5;5;30;"INFEASIBLE";9;4;5;8792508;7969740;822768;95,0404968261719;9,44787979125977;104,488376617432
9;10;5;5;30;"OPTIMAL";3;1;2;873851;743880;129971;10,3488292694092;0;10,3488292694092
10;10;5;5;30;"OPTIMAL";3;2;3;1802931;1636470;166461;75,8466014862061;0;75,8466014862061
11;10;5;5;30;"OPTIMAL";3;0;1;569261;493260;76001;1,59169960021973;0;1,59169960021973
12;10;5;5;30;"OPTIMAL";3;0;2;1154058;838900;315158;12,4544639587402;0;12,4544639587402
13;10;5;5;30;"OPTIMAL";3;1;2;2120825;1938480;182345;75,5026702880859;0;75,5026702880859
14;10;5;5;30;"OPTIMAL";5;1;0;910630;750000;160630;2,13221549987793;0;2,13221549987793
15;10;5;5;30;"OPTIMAL";2;3;2;1066069;880550;185519;206,553556442261;0;206,553556442261
16;10;5;5;30;"OPTIMAL";2;2;2;892307;581740;310567;33,3337535858154;0;33,3337535858154
17;10;5;5;30;"TIME_LIMIT";8;3;4;7801474;7116710;684764;300,062767028809;30,4353942871094;330,498161315918
18;10;5;5;30;"OPTIMAL";8;2;3;7683767;6799500;884267;230,111909866333;0;230,111909866333
19;10;5;5;30;"OPTIMAL";3;2;1;554978;485740;69238;1,85066604614258;0;1,85066604614258
20;10;5;5;30;"OPTIMAL";2;1;0;1092273;675000;417273;11,6071071624756;0;11,6071071624756
21;10;5;5;30;"OPTIMAL";3;1;2;1446435;1056900;389535;11,3409214019775;0;11,3409214019775
22;10;5;5;30;"OPTIMAL";2;0;0;669731;540000;129731;16,9362812042236;0;16,9362812042236
23;10;5;5;30;"INFEASIBLE";0;4;5;617369;463380;153989;2,32612609863281;0,904043197631836;3,23016929626465
24;10;5;5;30;"OPTIMAL";3;1;2;1000318;718300;282018;4,40512847900391;0;4,40512847900391
25;10;5;5;30;"OPTIMAL";3;0;1;827616;695490;132126;17,3368549346924;0;17,3368549346924
26;10;5;5;30;"INFEASIBLE";0;3;5;519446;369010;150436;1,29221343994141;1,16418647766113;2,45639991760254
27;10;5;5;30;"OPTIMAL";4;2;0;1088515;942600;145915;16,9716892242432;0;16,9716892242432
28;10;5;5;30;"TIME_LIMIT";4;4;4;4032674;3811250;221424;300,030347824097;6,63259124755859;306,662939071655
29;10;5;5;30;"TIME_LIMIT";8;3;4;7862271;6850240;1012031;300,015703201294;46,3460369110107;346,361740112305
30;10;5;5;30;"OPTIMAL";5;0;2;1432616;1150350;282266;9,52348327636719;0;9,52348327636719
31;10;5;5;30;"OPTIMAL";3;1;1;1053130;956820;96310;31,9472312927246;0;31,9472312927246
32;10;5;5;30;"OPTIMAL";4;1;0;1849985;1456500;393485;20,6221160888672;0;20,6221160888672
33;10;5;5;30;"TIME_LIMIT";8;3;5;7386274;7145090;241184;300,011751174927;27,799825668335;327,811576843262
34;10;5;5;30;"OPTIMAL";3;2;1;835421;587110;248311;6,56124687194824;0;6,56124687194824
35;10;5;5;30;"OPTIMAL";3;2;2;2499383;1806360;693023;159,768310546875;0;159,768310546875
36;10;5;5;30;"OPTIMAL";4;3;1;1785288;1416060;369228;36,2757434844971;0;36,2757434844971
37;10;5;5;30;"TIME_LIMIT";9;4;5;8785089;7698650;1086439;300,017492294312;40,080436706543;340,097929000854
38;10;5;5;30;"OPTIMAL";3;0;1;662025;562860;99165;5,2801456451416;0;5,2801456451416
39;10;5;5;30;"INFEASIBLE";2;2;4;1749557;1560890;188667;6,31289482116699;1,31664657592773;7,62954139709473
40;10;5;5;30;"TIME_LIMIT";9;3;5;8783144;7779730;1003414;300,03782081604;259,677518844604;559,715339660645
41;10;5;5;30;"TIME_LIMIT";6;4;5;6121633;5639090;482543;300,02446937561;28,4536247253418;328,478094100952
42;10;5;5;30;"INFEASIBLE";6;2;3;6236921;5222080;1014841;134,480453491211;24,5422439575195;159,02269744873
43;10;5;5;30;"TIME_LIMIT";9;4;4;9079905;7950250;1129655;300,027311325073;161,780815124512;461,808126449585
44;10;5;5;30;"OPTIMAL";3;1;1;940824;839600;101224;38,6593170166016;0;38,6593170166016
45;10;5;5;30;"OPTIMAL";2;2;2;982088;764020;218068;6,97963523864746;0;6,97963523864746
46;10;5;5;30;"OPTIMAL";3;1;1;1414227;1012400;401827;41,0857124328613;0;41,0857124328613
47;10;5;5;30;"INFEASIBLE";8;1;5;7765245;7008980;756265;5,41728019714355;7,65594100952148;13,073221206665
48;10;5;5;30;"OPTIMAL";5;1;1;1762561;1664690;97871;226,237453460693;0;226,237453460693
49;10;5;5;30;"TIME_LIMIT";9;3;5;9145516;8137780;1007736;300,009660720825;219,126337051392;519,135997772217
50;10;5;5;30;"OPTIMAL";3;0;0;1300939;912000;388939;4,83804702758789;0;4,83804702758789
