"iter";"num_air";"num_mach";"num_brig";"num_per";"status";"select_air";"select_mach";"select_brig";"cost";"res_cost";"fire_cost";"feas_time";"infeas_time";"total_time"
56;5;5;5;10;"OPTIMAL";2;1;1;882728;562860;319868;0.701866149902344;0;0.701866149902344
57;5;5;5;10;"OPTIMAL";3;1;2;1251232;960330;290902;0.372228622436523;0;0.372228622436523
58;5;5;5;10;"OPTIMAL";2;1;2;839127;515840;323287;0.257534027099609;0;0.257534027099609
59;5;5;5;10;"INFEASIBLE";5;2;3;1927628;1598800;328828;0.0822353363037109;0.0705451965332031;0.152780532836914
60;5;5;5;10;"OPTIMAL";2;0;2;633799;567150;66649;0.342706680297852;0;0.342706680297852
61;5;5;5;10;"INFEASIBLE";4;2;4;1579595;1276100;303495;0.0792217254638672;0.0913314819335938;0.170553207397461
62;5;5;5;10;"INFEASIBLE";0;1;4;147928;78350;69578;0.106048583984375;0.100238800048828;0.206287384033203
63;5;5;5;10;"OPTIMAL";2;0;0;367573;230400;137173;0.140375137329102;0;0.140375137329102
64;5;5;5;10;"OPTIMAL";3;0;2;1021521;861170;160351;0.533031463623047;0;0.533031463623047
65;5;5;5;10;"INFEASIBLE";0;2;5;186387;114640;71747;0.116275787353516;0.314870834350586;0.431146621704102
66;5;5;5;10;"INFEASIBLE";0;3;2;100582;78270;22312;0.0905323028564453;0.0732765197753906;0.163808822631836
67;5;5;5;10;"INFEASIBLE";5;1;3;1899715;1583800;315915;0.116546630859375;0.0907821655273438;0.207328796386719
68;5;5;5;10;"OPTIMAL";4;0;1;785987;619240;166747;0.142379760742188;0;0.142379760742188
69;5;5;5;10;"INFEASIBLE";0;1;4;111486;86280;25206;0.0725173950195312;0.0725650787353516;0.145082473754883
70;5;5;5;10;"INFEASIBLE";0;2;3;144230;76180;68050;0.0962562561035156;0.0942516326904297;0.190507888793945
71;5;5;5;10;"OPTIMAL";1;1;3;499123;372560;126563;0.286764144897461;0;0.286764144897461
72;5;5;5;10;"OPTIMAL";3;1;2;723246;529600;193646;0.221591949462891;0;0.221591949462891
73;5;5;5;10;"OPTIMAL";2;0;3;814452;537210;277242;0.204517364501953;0;0.204517364501953
74;5;5;5;10;"OPTIMAL";2;0;2;604187;374480;229707;0.149368286132812;0;0.149368286132812
75;5;5;5;10;"INFEASIBLE";0;3;3;135409;96370;39039;0.10725212097168;0.0731678009033203;0.180419921875
76;5;5;5;10;"OPTIMAL";1;1;1;332184;237950;94234;0.8111572265625;0;0.8111572265625
77;5;5;5;10;"OPTIMAL";2;0;2;802929;522730;280199;0.361961364746094;0;0.361961364746094
78;5;5;5;10;"OPTIMAL";2;1;3;577368;479880;97488;0.151401519775391;0;0.151401519775391
79;5;5;5;10;"OPTIMAL";5;1;3;1745221;1559890;185331;0.398031234741211;0;0.398031234741211
80;5;5;5;10;"OPTIMAL";3;1;2;923275;767190;156085;0.444160461425781;0;0.444160461425781
81;5;5;5;10;"INFEASIBLE";0;2;3;128155;81300;46855;0.0971431732177734;0.0910453796386719;0.188188552856445
82;5;5;5;10;"INFEASIBLE";2;1;3;915321;434650;480671;0.102405548095703;0.0839996337890625;0.186405181884766
83;5;5;5;10;"OPTIMAL";2;2;3;896884;599510;297374;0.448757171630859;0;0.448757171630859
84;5;5;5;10;"INFEASIBLE";4;1;1;1401802;1036300;365502;0.116310119628906;0.0721588134765625;0.188468933105469
85;5;5;5;10;"OPTIMAL";2;0;1;604955;492670;112285;0.515336990356445;0;0.515336990356445
86;5;5;5;10;"OPTIMAL";3;0;3;779959;650560;129399;0.165412902832031;0;0.165412902832031
87;5;5;5;10;"INFEASIBLE";0;3;2;153304;81200;72104;0.0952529907226562;0.0691852569580078;0.164438247680664
88;5;5;5;10;"OPTIMAL";5;4;1;1917458;1602170;315288;0.517374038696289;0;0.517374038696289
89;5;5;5;10;"INFEASIBLE";0;2;5;127806;112830;14976;0.0912380218505859;0.0681819915771484;0.159420013427734
90;5;5;5;10;"OPTIMAL";4;0;1;595015;525640;69375;0.362964630126953;0;0.362964630126953
91;5;5;5;10;"INFEASIBLE";3;2;5;1383029;1037500;345529;0.136335372924805;0.0711879730224609;0.207523345947266
92;5;5;5;10;"OPTIMAL";2;2;2;801232;505330;295902;0.488273620605469;0;0.488273620605469
93;5;5;5;10;"INFEASIBLE";5;2;5;1904645;1656500;248145;0.0892105102539062;0.0912418365478516;0.180452346801758
94;5;5;5;10;"INFEASIBLE";3;3;5;1378104;1031000;347104;0.0902385711669922;0.0892391204833984;0.179477691650391
95;5;5;5;10;"OPTIMAL";2;0;2;574042;347490;226552;0.572521209716797;0;0.572521209716797
96;5;5;5;10;"OPTIMAL";2;0;2;629581;559360;70221;0.788097381591797;0;0.788097381591797
97;5;5;5;10;"OPTIMAL";3;1;0;587298;409200;178098;0.824192047119141;0;0.824192047119141
98;5;5;5;10;"OPTIMAL";3;0;1;722225;645640;76585;0.308803558349609;0;0.308803558349609
99;5;5;5;10;"OPTIMAL";2;1;3;649311;570220;79091;0.722892761230469;0;0.722892761230469
100;5;5;5;10;"INFEASIBLE";2;3;5;1179919;691480;488439;0.130348205566406;0.0932750701904297;0.223623275756836
1;5;5;5;20;"OPTIMAL";4;1;2;1352881;1246970;105911;31.4458408355713;0;31.4458408355713
2;5;5;5;20;"OPTIMAL";2;1;3;775395;595630;179765;2.94577789306641;0;2.94577789306641
3;5;5;5;20;"OPTIMAL";2;0;1;612694;383450;229244;1.50367546081543;0;1.50367546081543
4;5;5;5;20;"OPTIMAL";2;1;1;652852;409250;243602;3.71209526062012;0;3.71209526062012
5;5;5;5;20;"OPTIMAL";4;1;3;1636311;1247580;388731;6.03899002075195;0;6.03899002075195
6;5;5;5;20;"OPTIMAL";1;1;2;662708;318140;344568;2.4080638885498;0;2.4080638885498
7;5;5;5;20;"INFEASIBLE";4;1;5;2430618;1852170;578448;0.319133758544922;2.72909164428711;3.04822540283203
8;5;5;5;20;"OPTIMAL";1;1;2;388700;302160;86540;2.85300445556641;0;2.85300445556641
9;5;5;5;20;"INFEASIBLE";2;3;5;2202158;1515190;686968;25.5214710235596;3.79230308532715;29.3137741088867
10;5;5;5;20;"OPTIMAL";2;1;1;814617;666800;147817;4.40082168579102;0;4.40082168579102
11;5;5;5;20;"OPTIMAL";1;1;3;488272;350810;137462;2.15802383422852;0;2.15802383422852
12;5;5;5;20;"OPTIMAL";2;1;1;489304;392200;97104;1.9152717590332;0;1.9152717590332
13;5;5;5;20;"OPTIMAL";1;3;3;913642;767030;146612;8.45726013183594;0;8.45726013183594
14;5;5;5;20;"INFEASIBLE";0;3;2;228218;155800;72418;0.375040054321289;0.465280532836914;0.840320587158203
15;5;5;5;20;"INFEASIBLE";0;0;2;182544;72400;110144;0.355976104736328;0.282787322998047;0.638763427734375
16;5;5;5;20;"OPTIMAL";2;0;0;377152;312000;65152;0.493444442749023;0;0.493444442749023
17;5;5;5;20;"INFEASIBLE";2;2;5;1610398;1420660;189738;6.04140090942383;4.86773109436035;10.9091320037842
18;5;5;5;20;"INFEASIBLE";5;3;5;3349896;2755710;594186;0.337808609008789;3.77862739562988;4.11643600463867
19;5;5;5;20;"INFEASIBLE";2;1;5;2167401;1366190;801211;6.35033988952637;1.69400024414062;8.04434013366699
20;5;5;5;20;"INFEASIBLE";2;4;5;1999201;1506950;492251;1.01593780517578;1.0272045135498;2.04314231872559
21;5;5;5;20;"INFEASIBLE";3;2;4;2368242;1789200;579042;0.294103622436523;1.97434234619141;2.26844596862793
22;5;5;5;20;"OPTIMAL";2;1;2;448604;367300;81304;2.56818580627441;0;2.56818580627441
23;5;5;5;20;"OPTIMAL";1;2;3;655864;501470;154394;33.9946250915527;0;33.9946250915527
24;5;5;5;20;"INFEASIBLE";0;1;3;235300;138600;96700;0.422985076904297;0.341148376464844;0.764133453369141
25;5;5;5;20;"OPTIMAL";2;0;1;716400;550310;166090;3.28645324707031;0;3.28645324707031
26;5;5;5;20;"OPTIMAL";1;1;1;552155;382010;170145;2.27307319641113;0;2.27307319641113
27;5;5;5;20;"OPTIMAL";1;1;1;499168;239760;259408;0.512939453125;0;0.512939453125
28;5;5;5;20;"INFEASIBLE";5;3;4;3647618;3126180;521438;0.312536239624023;1.35688209533691;1.66941833496094
29;5;5;5;20;"OPTIMAL";2;2;4;2035135;1247020;788115;16.9604797363281;0;16.9604797363281
30;5;5;5;20;"INFEASIBLE";3;3;4;2686445;1938410;748035;8.35429191589355;1.82126998901367;10.1755619049072
31;5;5;5;20;"OPTIMAL";2;1;0;739921;591750;148171;3.76485443115234;0;3.76485443115234
32;5;5;5;20;"INFEASIBLE";5;1;5;3364835;3219690;145145;4.91943168640137;0.88172721862793;5.8011589050293
33;5;5;5;20;"INFEASIBLE";0;1;3;189796;136790;53006;0.362319946289062;0.29826545715332;0.660585403442383
34;5;5;5;20;"OPTIMAL";4;0;0;1187566;921600;265966;0.574899673461914;0;0.574899673461914
35;5;5;5;20;"INFEASIBLE";4;2;5;2471706;1887600;584106;0.293500900268555;1.80567932128906;2.09918022155762
36;5;5;5;20;"OPTIMAL";1;2;2;911588;445720;465868;2.14041519165039;0;2.14041519165039
37;5;5;5;20;"OPTIMAL";2;0;2;960493;759820;200673;7.77606201171875;0;7.77606201171875
38;5;5;5;20;"OPTIMAL";2;2;2;1143798;699370;444428;9.37092018127441;0;9.37092018127441
39;5;5;5;20;"OPTIMAL";2;3;3;1570865;1392830;178035;6.99033737182617;0;6.99033737182617
40;5;5;5;20;"OPTIMAL";2;1;2;617854;508600;109254;1.9861011505127;0;1.9861011505127
41;5;5;5;20;"OPTIMAL";1;1;2;587091;449390;137701;6.63414001464844;0;6.63414001464844
42;5;5;5;20;"INFEASIBLE";4;1;5;2357321;2146110;211211;17.8433971405029;6.90945053100586;24.7528476715088
43;5;5;5;20;"OPTIMAL";3;1;2;1306310;854530;451780;8.11041450500488;0;8.11041450500488
44;5;5;5;20;"INFEASIBLE";1;3;4;1510232;544990;965242;0.539073944091797;0.340579986572266;0.879653930664062
45;5;5;5;20;"OPTIMAL";1;2;1;447471;353480;93991;4.78084373474121;0;4.78084373474121
46;5;5;5;20;"OPTIMAL";2;0;2;848251;669800;178451;4.80824279785156;0;4.80824279785156
47;5;5;5;20;"OPTIMAL";2;1;2;896190;786240;109950;15.0184631347656;0;15.0184631347656
48;5;5;5;20;"INFEASIBLE";3;1;2;2785965;1881590;904375;17.4664745330811;2.88872337341309;20.3551979064941
49;5;5;5;20;"OPTIMAL";2;0;2;1053048;685340;367708;6.06844711303711;0;6.06844711303711
50;5;5;5;20;"INFEASIBLE";2;4;4;2179750;1240190;939560;5.61035919189453;0.740299224853516;6.35065841674805
51;5;5;5;20;"OPTIMAL";3;0;1;1291066;864710;426356;3.04788398742676;0;3.04788398742676
52;5;5;5;20;"OPTIMAL";4;0;3;2670785;2474370;196415;7.43742561340332;0;7.43742561340332
53;5;5;5;20;"INFEASIBLE";2;0;5;1757996;1170350;587646;0.316133499145508;1.17081642150879;1.4869499206543
54;5;5;5;20;"OPTIMAL";1;2;2;545206;383750;161456;3.05939483642578;0;3.05939483642578
55;5;5;5;20;"INFEASIBLE";4;1;5;3088490;2606950;481540;0.622308731079102;1.10710144042969;1.72941017150879
56;5;5;5;20;"OPTIMAL";2;3;3;2227118;1403150;823968;8.56021690368652;0;8.56021690368652
57;5;5;5;20;"INFEASIBLE";3;1;4;2421585;1989750;431835;4.87489128112793;2.88935089111328;7.76424217224121
58;5;5;5;20;"OPTIMAL";2;0;1;1001911;616290;385621;3.58207321166992;0;3.58207321166992
59;5;5;5;20;"OPTIMAL";2;2;2;1233824;795570;438254;6.52814102172852;0;6.52814102172852
60;5;5;5;20;"OPTIMAL";2;2;3;472972;368200;104772;8.6072883605957;0;8.6072883605957
61;5;5;5;20;"INFEASIBLE";4;5;5;2329907;1775140;554767;0.340826034545898;2.182373046875;2.5231990814209
62;5;5;5;20;"INFEASIBLE";0;3;5;297606;238020;59586;0.3526611328125;0.302787780761719;0.655448913574219
63;5;5;5;20;"OPTIMAL";3;1;3;2804817;1987360;817457;8.3756103515625;0;8.3756103515625
64;5;5;5;20;"INFEASIBLE";2;2;4;2192248;1402560;789688;7.83810424804688;1.93360900878906;9.77171325683594
65;5;5;5;20;"INFEASIBLE";3;3;4;2596856;2063800;533056;0.682628631591797;1.27241706848145;1.95504570007324
66;5;5;5;20;"OPTIMAL";2;2;2;1085910;949120;136790;10.8924083709717;0;10.8924083709717
67;5;5;5;20;"OPTIMAL";1;0;2;597731;410600;187131;2.42221260070801;0;2.42221260070801
68;5;5;5;20;"INFEASIBLE";0;3;2;233279;165650;67629;0.367795944213867;0.4344482421875;0.802244186401367
69;5;5;5;20;"OPTIMAL";3;0;2;577031;534100;42931;0.459604263305664;0;0.459604263305664
70;5;5;5;20;"INFEASIBLE";3;2;5;2229806;1595270;634536;0.763149261474609;1.5606632232666;2.32381248474121
71;5;5;5;20;"INFEASIBLE";1;2;5;1133012;536070;596942;0.299333572387695;1.47795295715332;1.77728652954102
72;5;5;5;20;"OPTIMAL";1;1;2;441949;212240;229709;1.57851982116699;0;1.57851982116699
73;5;5;5;20;"INFEASIBLE";4;4;5;3262522;2607980;654542;0.303449630737305;1.39426231384277;1.69771194458008
74;5;5;5;20;"OPTIMAL";2;2;3;1109766;620810;488956;13.9710998535156;0;13.9710998535156
75;5;5;5;20;"INFEASIBLE";0;1;5;334424;211000;123424;0.377403259277344;0.296905517578125;0.674308776855469
76;5;5;5;20;"INFEASIBLE";0;3;0;173516;72500;101016;0.358985900878906;0.278179168701172;0.637165069580078
77;5;5;5;20;"OPTIMAL";2;2;2;1296195;811700;484495;8.10343551635742;0;8.10343551635742
78;5;5;5;20;"OPTIMAL";2;0;1;635775;354060;281715;2.42479133605957;0;2.42479133605957
79;5;5;5;20;"INFEASIBLE";0;1;0;113230;30000;83230;0.374996185302734;0.247116088867188;0.622112274169922
80;5;5;5;20;"OPTIMAL";2;1;1;605252;522370;82882;1.29141044616699;0;1.29141044616699
81;5;5;5;20;"INFEASIBLE";0;2;4;251136;178270;72866;0.355907440185547;0.309394836425781;0.665302276611328
82;5;5;5;20;"OPTIMAL";3;0;2;846372;712920;133452;2.48308944702148;0;2.48308944702148
83;5;5;5;20;"OPTIMAL";1;1;3;572637;427680;144957;28.9529037475586;0;28.9529037475586
84;5;5;5;20;"INFEASIBLE";5;3;5;3708969;3015000;693969;10.6845836639404;4.7832088470459;15.4677925109863
85;5;5;5;20;"OPTIMAL";4;1;2;1871044;1734030;137014;8.76977729797363;0;8.76977729797363
86;5;5;5;20;"INFEASIBLE";0;1;3;203542;141790;61752;0.379978179931641;0.32548713684082;0.705465316772461
87;5;5;5;20;"INFEASIBLE";3;3;5;2174479;1577000;597479;0.359956741333008;2.17616081237793;2.53611755371094
88;5;5;5;20;"INFEASIBLE";4;4;5;3424064;2785800;638264;0.328130722045898;4.26651954650879;4.59465026855469
89;5;5;5;20;"OPTIMAL";3;1;1;1283363;1128410;154953;5.26241683959961;0;5.26241683959961
90;5;5;5;20;"OPTIMAL";1;1;2;492224;233820;258404;0.94721794128418;0;0.94721794128418
91;5;5;5;20;"INFEASIBLE";3;2;4;2418200;1815910;602290;0.309963226318359;1.13978576660156;1.44974899291992
92;5;5;5;20;"OPTIMAL";2;1;1;807348;636410;170938;17.8598003387451;0;17.8598003387451
93;5;5;5;20;"OPTIMAL";4;2;1;1493212;1087400;405812;5.81436157226562;0;5.81436157226562
94;5;5;5;20;"OPTIMAL";1;2;4;1652714;826250;826464;12.3959484100342;0;12.3959484100342
95;5;5;5;20;"INFEASIBLE";3;1;3;1934519;1728580;205939;8.05170822143555;2.7341194152832;10.7858276367188
96;5;5;5;20;"OPTIMAL";1;2;1;441361;317660;123701;0.562534332275391;0;0.562534332275391
97;5;5;5;20;"OPTIMAL";2;0;0;488086;391200;96886;2.13528442382812;0;2.13528442382812
98;5;5;5;20;"OPTIMAL";2;0;2;858219;660750;197469;3.68564414978027;0;3.68564414978027
99;5;5;5;20;"OPTIMAL";2;2;3;1140514;773200;367314;2.3712215423584;0;2.3712215423584
100;5;5;5;20;"OPTIMAL";2;0;2;813422;501720;311702;2.22538757324219;0;2.22538757324219
1;5;5;5;30;"INFEASIBLE";2;2;4;2995408;1994700;1000708;2.86654663085938;6.5938549041748;9.46040153503418
2;5;5;5;30;"OPTIMAL";2;2;2;1617009;1342000;275009;269.151744842529;0;269.151744842529
3;5;5;5;30;"OPTIMAL";2;0;1;785094;492670;292424;1.41652679443359;0;1.41652679443359
4;5;5;5;30;"OPTIMAL";1;1;3;1028309;756800;271509;76.1823959350586;0;76.1823959350586
5;5;5;5;30;"OPTIMAL";2;2;4;2300989;1404050;896939;425.889831542969;0;425.889831542969
6;5;5;5;30;"OPTIMAL";3;3;3;2956409;2506160;450249;356.691413879395;0;356.691413879395
7;5;5;5;30;"OPTIMAL";2;0;2;215374;194440;20934;0.791265487670898;0;0.791265487670898
8;5;5;5;30;"OPTIMAL";2;1;2;723566;620270;103296;33.447925567627;0;33.447925567627
9;5;5;5;30;"OPTIMAL";3;0;0;326115;242400;83715;0.861814498901367;0;0.861814498901367
10;5;5;5;30;"OPTIMAL";3;2;2;995777;916220;79557;14.3522205352783;0;14.3522205352783
11;5;5;5;30;"OPTIMAL";1;2;4;1154441;960650;193791;256.820238113403;0;256.820238113403
12;5;5;5;30;"OPTIMAL";3;2;1;2445379;1608570;836809;165.147226333618;0;165.147226333618
13;5;5;5;30;"OPTIMAL";2;0;3;743510;627900;115610;22.3517723083496;0;22.3517723083496
14;5;5;5;30;"OPTIMAL";2;1;1;833863;720190;113673;15.2367992401123;0;15.2367992401123
15;5;5;5;30;"OPTIMAL";2;0;2;619451;517380;102071;2.00259971618652;0;2.00259971618652
16;5;5;5;30;"OPTIMAL";2;1;1;1697385;1385890;311495;275.17377281189;0;275.17377281189
17;5;5;5;30;"OPTIMAL";3;1;2;1345948;949120;396828;24.3400993347168;0;24.3400993347168
18;5;5;5;30;"INFEASIBLE";0;3;5;511357;360570;150787;0.995229721069336;0.816078186035156;1.81130790710449
19;5;5;5;30;"INFEASIBLE";3;1;5;3704548;2816070;888478;0.961402893066406;8.2974853515625;9.25888824462891
20;5;5;5;30;"OPTIMAL";4;1;3;3721282;3237420;483862;67.9055862426758;0;67.9055862426758
21;5;5;5;30;"OPTIMAL";2;2;5;2819638;1822250;997388;50.6663227081299;0;50.6663227081299
22;5;5;5;30;"OPTIMAL";2;2;3;893619;717900;175719;37.390754699707;0;37.390754699707
23;5;5;5;30;"OPTIMAL";1;2;2;614448;450030;164418;7.12158393859863;0;7.12158393859863
24;5;5;5;30;"INFEASIBLE";2;1;4;3089882;1870070;1219812;2.1983470916748;5.59131050109863;7.78965759277344
25;5;5;5;30;"OPTIMAL";3;2;4;1170932;989690;181242;128.198877334595;0;128.198877334595
26;5;5;5;30;"OPTIMAL";2;2;2;1634585;1347000;287585;395.948867797852;0;395.948867797852
27;5;5;5;30;"OPTIMAL";1;1;2;625706;468230;157476;24.0468940734863;0;24.0468940734863
28;5;5;5;30;"OPTIMAL";5;3;4;5149208;4226670;922538;664.089488983154;0;664.089488983154
29;5;5;5;30;"OPTIMAL";5;2;5;5056098;4111120;944978;381.376119613647;0;381.376119613647
30;5;5;5;30;"OPTIMAL";2;2;2;763287;657500;105787;13.6630458831787;0;13.6630458831787
31;5;5;5;30;"OPTIMAL";1;1;2;390054;285440;104614;10.5272350311279;0;10.5272350311279
32;5;5;5;30;"INFEASIBLE";3;3;4;3619223;2830850;788373;3.30584716796875;1.44759941101074;4.75344657897949
33;5;5;5;30;"OPTIMAL";2;2;2;1823637;1041700;781937;145.691932678223;0;145.691932678223
34;5;5;5;30;"OPTIMAL";3;0;2;2669626;1834040;835586;52.6883239746094;0;52.6883239746094
35;5;5;5;30;"OPTIMAL";3;0;4;3481348;2348950;1132398;48.8017177581787;0;48.8017177581787
36;5;5;5;30;"OPTIMAL";2;1;3;2586367;1570750;1015617;37.5789356231689;0;37.5789356231689
37;5;5;5;30;"INFEASIBLE";2;0;5;3087111;1922540;1164571;34.6138973236084;12.6885890960693;47.3024864196777
38;5;5;5;30;"OPTIMAL";2;1;0;763389;668100;95289;7.15824127197266;0;7.15824127197266
39;5;5;5;30;"INFEASIBLE";5;3;5;5340987;4544350;796637;219.055927276611;6.23825263977051;225.294179916382
40;5;5;5;30;"OPTIMAL";3;0;2;1112196;1012450;99746;41.1227607727051;0;41.1227607727051
41;5;5;5;30;"OPTIMAL";1;2;2;549337;448160;101177;13.0474605560303;0;13.0474605560303
42;5;5;5;30;"OPTIMAL";4;1;3;2969999;2795990;174009;23.7067279815674;0;23.7067279815674
43;5;5;5;30;"OPTIMAL";3;0;1;1284923;904290;380633;20.2552528381348;0;20.2552528381348
44;5;5;5;30;"OPTIMAL";2;0;0;505747;420000;85747;2.72560501098633;0;2.72560501098633
45;5;5;5;30;"OPTIMAL";2;0;2;889104;727400;161704;15.9224700927734;0;15.9224700927734
46;5;5;5;30;"OPTIMAL";2;1;3;1765050;1583720;181330;25.4738254547119;0;25.4738254547119
47;5;5;5;30;"OPTIMAL";3;1;0;1087294;901500;185794;21.4892520904541;0;21.4892520904541
48;5;5;5;30;"OPTIMAL";2;2;1;1653643;1479530;174113;78.0289249420166;0;78.0289249420166
49;5;5;5;30;"OPTIMAL";2;0;2;718059;603780;114279;11.2728786468506;0;11.2728786468506
50;5;5;5;30;"INFEASIBLE";3;1;5;2868911;2662040;206871;13.1027698516846;4.96574592590332;18.0685157775879
